GENDER,POSTAL CODE,EMPLOYMENT STATUS,HIGHEST EDUCATION LEVEL,CURRENT / LAST EMPLOYER NAME,CURRENT / LAST MONTHLY SALARY,SOURCE,ATTENDACE,EVENT TITLE,TYPE OF EVENT,DATE OF EVENT,Profile,Age,Age Range,Month,Location,District
Female,822199,Unemployed 0 to less than 3 months,Degree,Engineering,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,24,20-29,Mar,"Hougang, Punggol",North East
Female,400846,Unemployed 0 to less than 3 months,Degree,Others,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,23,20-29,Mar,"Geylang, Eunos",South East
Male,460120,Unemployed 0 to less than 3 months,Diploma,Admin / Secretarial,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,23,20-29,Mar,"Bedok, Upper East Coast",South East
Female,760346,Unemployed 0 to less than 3 months,Diploma,Medical / Therapy Services,"Below SGD 3,000",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,23,20-29,Mar,"Yishun, Sembawang",North West
Female,520819,Employed - Part Time,Diploma,Admin / Secretarial,"Below SGD 3,000",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,22,20-29,Mar,"Tampines, Pasir Ris",North East
Male,750402,Employed - Part Time,Degree,Admin / Secretarial,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,27,20-29,Mar,"Yishun, Sembawang",North West
Male,821223,Employed - Full Time,Diploma,F&B,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,25,20-29,Mar,"Hougang, Punggol",North East
Male,460138,Self-Employed,ITE (Nitec / Higher Nitec),Sales / Retail,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,RnF,69,>60,Mar,"Bedok, Upper East Coast",South East
Male,534960,Employed - Full Time,Master and Above,Education and Training,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,68,>60,Mar,"Hougang, Punggol",North East
Female,530957,Unemployed 6 to less than 12 months,O Level,Admin / Secretarial,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,RnF,68,>60,Mar,"Hougang, Punggol",North East
Male,530321,Employed - Part Time,ITE (Nitec / Higher Nitec),Customer Service,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,RnF,67,>60,Mar,"Hougang, Punggol",North East
Male,519230,Unemployed 0 to less than 3 months,Diploma,Others,"SGD 10,000 & above",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,67,>60,Mar,"Tampines, Pasir Ris",North East
Male,313079,Employed - Part Time,Degree,Accounting / Auditing / Taxation,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,66,>60,Mar,"Balestier, Toa Payoh",Central
Male,571275,Retrenched,Diploma,Hospitality,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,66,>60,Mar,"Bishan, Ang Mo Kio",Central
Male,141095,Unemployed 12 months and more,Degree,General Management,"SGD 10,000 & above",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,64,>60,Mar,"Queenstown, Tiong Bahru",Central
Female,458835,Employed - Part Time,A Level,Admin / Secretarial,"SGD 5,000 to 6,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,RnF,64,>60,Mar,"Katong, Joo Chiat",South East
Female,751129,Unemployed 12 months and more,Diploma,Education and Training,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,64,>60,Mar,"Yishun, Sembawang",North West
Male,140143,Employed - Full Time,Diploma,Logistics / Supply Chain,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,63,>60,Mar,"Queenstown, Tiong Bahru",Central
Male,821197,Unemployed 0 to less than 3 months,Diploma,Sales / Retail,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,60,>60,Mar,"Hougang, Punggol",North East
Male,520347,Freelancer,Master and Above,Accounting / Auditing / Taxation,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,59,50-59,Mar,"Tampines, Pasir Ris",North East
Male,520738,Unemployed 6 to less than 12 months,Master and Above,Social Services,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,59,50-59,Mar,"Tampines, Pasir Ris",North East
Female,465770,Employed - Full Time,Degree,Logistics / Supply Chain,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,58,50-59,Mar,"Bedok, Upper East Coast",South East
Female,440004,Employed - Part Time,O Level,F&B,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,RnF,57,50-59,Mar,"Katong, Joo Chiat",South East
Male,89396,Self-Employed,N Level,Real Estate / Property Management,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,RnF,57,50-59,Mar,"Anson, Tanjong Pagar",Central
Male,650510,Unemployed 0 to less than 3 months,Diploma,Engineering,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,57,50-59,Mar,"Hillview, Choa Chu Kang",South West
Male,824176,Employed - Full Time,Degree,Others,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,56,50-59,Mar,"Hougang, Punggol",North East
Male,560148,Unemployed 6 to less than 12 months,Diploma,Public / Civil Service,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,56,50-59,Mar,"Bishan, Ang Mo Kio",Central
Male,791407,Unemployed 0 to less than 3 months,Diploma,Sales / Retail,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,55,50-59,Mar,Seletar,North East
Female,520404,Self-Employed,Degree,Real Estate / Property Management,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,55,50-59,Mar,"Tampines, Pasir Ris",North East
Male,150070,Unemployed 0 to less than 3 months,Diploma,Information Technology,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,54,50-59,Mar,"Queenstown, Tiong Bahru",Central
Male,527842,Freelancer,A Level,Entertainment,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,RnF,53,50-59,Mar,"Tampines, Pasir Ris",North East
Female,440027,Retrenched,Degree,Information Technology,"SGD 7,000 to 9,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,53,50-59,Mar,"Katong, Joo Chiat",South East
Male,540134,Employed - Full Time,Degree,F&B,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,53,50-59,Mar,"Hougang, Punggol",North East
Male,754115,Unemployed 0 to less than 3 months,Degree,Engineering,"SGD 7,000 to 9,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,53,50-59,Mar,"Yishun, Sembawang",North West
Male,211672,Self-Employed,Degree,Social Services,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,52,50-59,Mar,Little India,Central
Male,247785,Employed - Full Time,Degree,Information Technology,"SGD 10,000 & above",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,52,50-59,Mar,"Bukit Timah, Holland",South West
Male,650621,Retrenched,Degree,Travel / Tourism,"SGD 5,000 to 6,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,52,50-59,Mar,"Hillview, Choa Chu Kang",South West
Male,533699,Unemployed 0 to less than 3 months,Diploma,Customer Service,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,51,50-59,Mar,"Hougang, Punggol",North East
Male,823308,Freelancer,ITE (Nitec / Higher Nitec),Admin / Secretarial,"Below SGD 3,000",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,RnF,51,50-59,Mar,"Hougang, Punggol",North East
Male,520897,Unemployed 12 months and more,ITE (Nitec / Higher Nitec),Travel / Tourism,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,RnF,50,50-59,Mar,"Tampines, Pasir Ris",North East
Male,449286,Employed - Full Time,Degree,Customer Service,"SGD 5,000 to 6,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,50,50-59,Mar,"Katong, Joo Chiat",South East
Male,560232,Unemployed 0 to less than 3 months,Master and Above,Real Estate / Property Management,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,50,50-59,Mar,"Bishan, Ang Mo Kio",Central
Male,545019,Self-Employed,Master and Above,General Management,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,50,50-59,Mar,"Hougang, Punggol",North East
Female,730578,Unemployed 0 to less than 3 months,Diploma,F&B,"Below SGD 3,000",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,48,40-49,Mar,"Kranji, Woodgrove",North West
Female,470772,Employed - Full Time,Degree,Healthcare / Pharmaceutical,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,48,40-49,Mar,"Bedok, Upper East Coast",South East
Female,510701,Unemployed 12 months and more,Degree,Admin / Secretarial,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,47,40-49,Mar,"Tampines, Pasir Ris",North East
Male,391037,Unemployed 12 months and more,Diploma,Information Technology,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,46,40-49,Mar,"Geylang, Eunos",South East
Female,506951,Employed - Full Time,Master and Above,Information Technology,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,46,40-49,Mar,"Loyang, Changi",South East
Female,658882,Unemployed 6 to less than 12 months,Degree,Admin / Secretarial,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,46,40-49,Mar,"Hillview, Choa Chu Kang",South West
Male,470103,Unemployed 0 to less than 3 months,Degree,Education and Training,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,45,40-49,Mar,"Bedok, Upper East Coast",South East
Male,469297,Self-Employed,Degree,Others,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,45,40-49,Mar,"Bedok, Upper East Coast",South East
Male,431001,Unemployed 3 to less than 6 months,Master and Above,Marketing / Public Relations,"SGD 7,000 to 9,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,44,40-49,Mar,"Katong, Joo Chiat",South East
Male,403037,Unemployed 0 to less than 3 months,Degree,Sales / Retail,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,42,40-49,Mar,"Geylang, Eunos",South East
Female,797391,Unemployed 12 months and more,Degree,Banking and Finance,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,42,40-49,Mar,Seletar,North East
Male,680103,Employed - Part Time,Degree,Education and Training,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,40,40-49,Mar,"Hillview, Choa Chu Kang",South West
Male,320120,Unemployed 6 to less than 12 months,Master and Above,Information Technology,"SGD 7,000 to 9,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,39,30-39,Mar,"Balestier, Toa Payoh",Central
Female,541274,Unemployed 12 months and more,Degree,Advertising / Media,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,38,30-39,Mar,"Hougang, Punggol",North East
Male,570024,Unemployed 0 to less than 3 months,Diploma,Healthcare / Pharmaceutical,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,38,30-39,Mar,"Bishan, Ang Mo Kio",Central
Male,530373,Retrenched,Degree,Advertising / Media,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,37,30-39,Mar,"Hougang, Punggol",North East
Male,763677,Freelancer,Degree,Customer Service,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,34,30-39,Mar,"Yishun, Sembawang",North West
Male,163004,Employed - Full Time,ITE (Nitec / Higher Nitec),Logistics / Supply Chain,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,RnF,33,30-39,Mar,"Queenstown, Tiong Bahru",Central
Male,520231,Freelancer,Diploma,Banking and Finance,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,33,30-39,Mar,"Tampines, Pasir Ris",North East
Male,572152,Unemployed 3 to less than 6 months,ITE (Nitec / Higher Nitec),Engineering,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,RnF,33,30-39,Mar,"Bishan, Ang Mo Kio",Central
Male,760153,Employed - Part Time,ITE (Nitec / Higher Nitec),Engineering,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,RnF,28,20-29,Mar,"Yishun, Sembawang",North West
Male,520455,Self-Employed,Diploma,Insurance,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,28,20-29,Mar,"Tampines, Pasir Ris",North East
Male,310128,Unemployed 0 to less than 3 months,Degree,Design,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,28,20-29,Mar,"Balestier, Toa Payoh",Central
Male,321109,Unemployed 12 months and more,A Level,Healthcare / Pharmaceutical,"Below SGD 3,000",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,RnF,27,20-29,Mar,"Balestier, Toa Payoh",Central
Male,521126,Employed - Full Time,Diploma,Engineering,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,27,20-29,Mar,"Tampines, Pasir Ris",North East
Male,120419,Self-Employed,ITE (Nitec / Higher Nitec),General Work,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,RnF,27,20-29,Mar,"Pasir Panjang, Clementi",South West
Female,669614,Unemployed 12 months and more,Degree,Human Resources,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,26,20-29,Mar,"Hillview, Choa Chu Kang",South West
Female,730215,Unemployed 0 to less than 3 months,Diploma,F&B,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,25,20-29,Mar,"Kranji, Woodgrove",North West
Female,530435,Employed - Part Time,ITE (Nitec / Higher Nitec),F&B,"Below SGD 3,000",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,RnF,24,20-29,Mar,"Hougang, Punggol",North East
Female,530970,Unemployed 0 to less than 3 months,Degree,Engineering,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,22,20-29,Mar,"Hougang, Punggol",North East
Male,542298,Unemployed 0 to less than 3 months,A Level,Others,"Below SGD 3,000",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,RnF,21,20-29,Mar,"Hougang, Punggol",North East
Male,534199,Retrenched,Master and Above,Banking and Finance,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,61,>60,Mar,"Hougang, Punggol",North East
Male,520336,Employed - Full Time,Degree,Engineering,"SGD 7,000 to 9,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,58,50-59,Mar,"Tampines, Pasir Ris",North East
Male,470701,Retrenched,Master and Above,Information Technology,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,57,50-59,Mar,"Bedok, Upper East Coast",South East
Male,510505,Unemployed 0 to less than 3 months,Degree,Professional Services,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,58,50-59,Mar,"Tampines, Pasir Ris",North East
Male,768862,Unemployed 3 to less than 6 months,Degree,Information Technology,"SGD 10,000 & above",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,57,50-59,Mar,"Yishun, Sembawang",North West
Male,313138,Retrenched,Master and Above,Customer Service,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,56,50-59,Mar,"Balestier, Toa Payoh",Central
Male,670438,Retrenched,Degree,Engineering,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,56,50-59,Mar,"Hillview, Choa Chu Kang",South West
Male,560542,Retrenched,Diploma,Information Technology,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,55,50-59,Mar,"Bishan, Ang Mo Kio",Central
Female,461061,Retrenched,Diploma,Advertising / Media,"SGD 10,000 & above",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,55,50-59,Mar,"Bedok, Upper East Coast",South East
Male,543223,Unemployed 3 to less than 6 months,Master and Above,Information Technology,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,55,50-59,Mar,"Hougang, Punggol",North East
Male,731624,Unemployed 0 to less than 3 months,Degree,Information Technology,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,54,50-59,Mar,"Kranji, Woodgrove",North West
Male,150070,Unemployed 0 to less than 3 months,Diploma,Information Technology,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,54,50-59,Mar,"Queenstown, Tiong Bahru",Central
Female,787066,Employed - Full Time,Degree,Logistics / Supply Chain,"SGD 10,000 & above",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,53,50-59,Mar,"Upper Thomson, Springleaf",North West
Male,820293,Unemployed 12 months and more,Degree,Building and Construction,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,51,50-59,Mar,"Hougang, Punggol",North East
Male,120457,Unemployed 3 to less than 6 months,Degree,General Management,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,50,50-59,Mar,"Pasir Panjang, Clementi",South West
Male,545019,Self-Employed,Master and Above,General Management,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,50,50-59,Mar,"Hougang, Punggol",North East
Female,510558,Unemployed 3 to less than 6 months,Master and Above,Others,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,48,40-49,Mar,"Tampines, Pasir Ris",North East
Male,426146,Unemployed 12 months and more,Master and Above,Others,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,48,40-49,Mar,"Katong, Joo Chiat",South East
Male,520868,Unemployed 0 to less than 3 months,Degree,Information Technology,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,47,40-49,Mar,"Tampines, Pasir Ris",North East
Male,641271,Employed - Full Time,Degree,Information Technology,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,47,40-49,Mar,Jurong,South West
Female,417993,Employed - Full Time,Degree,Information Technology,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,47,40-49,Mar,"Geylang, Eunos",South East
Female,161126,Unemployed 12 months and more,Diploma,Information Technology,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,47,40-49,Mar,"Queenstown, Tiong Bahru",Central
Female,506951,Employed - Full Time,Master and Above,Information Technology,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,46,40-49,Mar,"Loyang, Changi",South East
Male,821174,Unemployed 0 to less than 3 months,Master and Above,Information Technology,"SGD 10,000 & above",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,46,40-49,Mar,"Hougang, Punggol",North East
Female,519933,Unemployed 6 to less than 12 months,Degree,Education and Training,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,46,40-49,Mar,"Tampines, Pasir Ris",North East
Male,678272,Employed - Part Time,Diploma,Professional Services,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,45,40-49,Mar,"Hillview, Choa Chu Kang",South West
Male,560327,Unemployed 0 to less than 3 months,Degree,Information Technology,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,45,40-49,Mar,"Bishan, Ang Mo Kio",Central
Male,330026,Employed - Full Time,Master and Above,Consulting,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,44,40-49,Mar,"Balestier, Toa Payoh",Central
Female,543302,Unemployed 12 months and more,Master and Above,Information Technology,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,44,40-49,Mar,"Hougang, Punggol",North East
Female,164118,Unemployed 12 months and more,Degree,Information Technology,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,44,40-49,Mar,"Queenstown, Tiong Bahru",Central
Female,738230,Unemployed 12 months and more,Master and Above,Information Technology,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,44,40-49,Mar,"Kranji, Woodgrove",North West
Male,460542,Unemployed 0 to less than 3 months,Master and Above,Banking and Finance,"SGD 5,000 to 6,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,44,40-49,Mar,"Bedok, Upper East Coast",South East
Female,486062,Unemployed 6 to less than 12 months,Degree,Information Technology,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,44,40-49,Mar,"Bedok, Upper East Coast",South East
Male,460092,Employed - Full Time,Degree,Information Technology,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,43,40-49,Mar,"Bedok, Upper East Coast",South East
Female,823176,Self-Employed,Degree,Engineering,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,43,40-49,Mar,"Hougang, Punggol",North East
Female,529864,Unemployed 0 to less than 3 months,Degree,Information Technology,"SGD 5,000 to 6,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,43,40-49,Mar,"Tampines, Pasir Ris",North East
Male,462222,Retrenched,Degree,Healthcare / Pharmaceutical,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,43,40-49,Mar,"Bedok, Upper East Coast",South East
Male,670468,Employed - Full Time,Master and Above,Telecommunications,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,42,40-49,Mar,"Hillview, Choa Chu Kang",South West
Male,403037,Unemployed 0 to less than 3 months,Degree,Sales / Retail,"SGD 7,000 to 9,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,42,40-49,Mar,"Geylang, Eunos",South East
Female,529946,Unemployed 12 months and more,Master and Above,Information Technology,"Below SGD 3,000",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,42,40-49,Mar,"Tampines, Pasir Ris",North East
Male,730851,Unemployed 6 to less than 12 months,Degree,Information Technology,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,42,40-49,Mar,"Kranji, Woodgrove",North West
Male,541210,Employed - Full Time,Master and Above,Information Technology,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,42,40-49,Mar,"Hougang, Punggol",North East
Female,530441,Employed - Full Time,Degree,Information Technology,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,41,40-49,Mar,"Hougang, Punggol",North East
Male,823102,Unemployed 0 to less than 3 months,Master and Above,Education and Training,"SGD 5,000 to 6,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,40,40-49,Mar,"Hougang, Punggol",North East
Male,273008,Unemployed 0 to less than 3 months,Degree,Telecommunications,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,40,40-49,Mar,"Bukit Timah, Holland",South West
Male,347920,Unemployed 0 to less than 3 months,Degree,Banking and Finance,"SGD 7,000 to 9,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,40,40-49,Mar,MacPherson,South East
Female,521102,Unemployed 12 months and more,Degree,Information Technology,"SGD 3,000 to 4,999",Walk-in,No,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,40,40-49,Mar,"Tampines, Pasir Ris",North East
Male,570126,Employed - Full Time,Degree,Marketing / Public Relations,"SGD 3,000 to 4,999",Walk-in,Yes,CCOTG @ Bugis Junction,CCOTG,20-22/3/2025,PMET,39,30-39,Mar,"Bishan, Ang Mo Kio",Central
